Date,audusd_price,cnyusd_price,ngas_price,ironore_price,oil_price
2018-02-02,0.7923,0.1587,2.846,72.94,65.45
2018-02-05,0.7878,0.159,2.747,74.34,64.15
2018-02-06,0.7906,0.1592,2.759,74.43,63.39
2018-02-07,0.7823,0.1595,2.702,75.2,61.79
2018-02-08,0.778,0.158,2.697,75.69,61.15
2018-02-09,0.7814,0.1588,2.5839999999999996,74.89,59.2
2018-02-12,0.7861,0.158,2.552,75.65,59.29
2018-02-13,0.786,0.1577,2.594,76.49,59.19
2018-02-14,0.7925,0.1575,2.5869999999999997,76.67,60.6
2018-02-15,0.7945,0.1575,2.58,76.76,61.34
2018-02-16,0.7913,0.1575,2.5580000000000003,76.89,61.68
2018-02-20,0.7883,0.1575,2.616,76.97,61.9
2018-02-21,0.7804,0.1575,2.659,77.18,61.68
2018-02-22,0.7845,0.1575,2.634,77.06,62.77
2018-02-23,0.7844,0.1578,2.625,77.11,63.55
2018-02-26,0.7855,0.1583,2.639,77.44,63.91
2018-02-27,0.779,0.1583,2.6830000000000003,77.37,63.01
2018-02-28,0.7762,0.158,2.667,77.46,61.64
2018-03-01,0.7756,0.1573,2.698,78.42,60.99
2018-03-02,0.7764,0.1576,2.695,76.36,61.25
2018-03-05,0.7765,0.1575,2.7039999999999997,75.36,62.57
2018-03-06,0.7828,0.1585,2.7489999999999997,75.54,62.6
2018-03-07,0.7825,0.1581,2.7769999999999997,74.51,61.15
2018-03-08,0.7792,0.1577,2.7560000000000002,73.01,60.12
2018-03-09,0.7851,0.1579,2.7319999999999998,72.01,62.04
2018-03-12,0.7873,0.158,2.778,71.41,61.36
2018-03-13,0.786,0.1582,2.786,72.33,60.71
2018-03-14,0.7877,0.1583,2.7310000000000003,72.76,60.96
2018-03-15,0.7799,0.1582,2.681,73.01,61.19
2018-03-16,0.7716,0.1578,2.688,72.66,62.34
2018-03-19,0.7718,0.1579,2.6510000000000002,71.84,62.06
2018-03-20,0.7683,0.1578,2.675,71.63,63.4
2018-03-21,0.7765,0.1582,2.638,71.55,65.17
2018-03-22,0.7693,0.1579,2.617,70.96,64.3
2018-03-23,0.7698,0.1583,2.591,70.26,65.88
2018-03-26,0.7749,0.1594,2.6180000000000003,70.51,65.55
2018-03-27,0.7679,0.1592,2.6910000000000003,70.35,65.25
2018-03-28,0.7661,0.1588,2.698,69.86,64.38
2018-03-29,0.7678,0.159,2.733,69.7,64.94
2018-04-02,0.7664,0.1593,2.6830000000000003,66.22,63.01
2018-04-03,0.7684,0.159,2.697,64.35,63.51
2018-04-04,0.7717,0.1586,2.718,62.94,63.37
2018-04-05,0.7685,0.1586,2.675,62.67,63.54
2018-04-06,0.7678,0.1586,2.701,63.34,62.06
2018-04-09,0.7698,0.1585,2.693,63.92,63.42
2018-04-10,0.7761,0.1592,2.656,65.29,65.51
2018-04-11,0.7755,0.1595,2.675,64.28,66.82
2018-04-12,0.7754,0.1589,2.6860000000000004,64.19,67.07
2018-04-13,0.7768,0.1593,2.735,64.62,67.39
2018-04-16,0.778,0.1593,2.752,64.11,66.22
2018-04-17,0.7766,0.1592,2.738,64.27,66.52
2018-04-18,0.7784,0.1593,2.739,64.69,68.47
2018-04-19,0.7731,0.1593,2.66,65.49,68.29
2018-04-20,0.7673,0.1588,2.739,65.05,68.38
2018-04-23,0.7604,0.1583,2.74,65.19,68.64
2018-04-24,0.7604,0.1585,2.781,65.25,67.7
2018-04-25,0.7564,0.158,2.786,65.22,68.05
2018-04-26,0.7556,0.1578,2.821,65.29,68.19
2018-04-27,0.7582,0.1579,2.7710000000000004,65.27,68.1
2018-04-30,0.7533,0.1579,2.763,65.27,68.57
2018-05-01,0.749,0.1579,2.802,65.49,67.25
2018-05-02,0.7497,0.1572,2.7539999999999996,67.44,67.93
2018-05-03,0.7531,0.1573,2.7260000000000004,66.72,68.43
2018-05-04,0.7542,0.1572,2.7110000000000003,66.98,69.72
2018-05-07,0.7517,0.157,2.741,66.69,70.73
2018-05-08,0.7451,0.157,2.7319999999999998,66.99,69.06
2018-05-09,0.7464,0.1572,2.737,66.2,71.14
2018-05-10,0.7533,0.1575,2.8139999999999996,66.49,71.36
2018-05-11,0.7543,0.1579,2.806,67.49,70.7
2018-05-14,0.7526,0.1578,2.842,67.59,70.96
2018-05-15,0.7472,0.1568,2.8360000000000003,67.58,71.31
2018-05-16,0.7517,0.157,2.815,67.3,71.49
2018-05-17,0.7511,0.157,2.859,67.26,71.49
2018-05-18,0.7513,0.1568,2.847,67.03,71.28
2018-05-21,0.7582,0.1567,2.81,66.85,72.24
2018-05-22,0.7576,0.157,2.908,66.51,72.13
2018-05-23,0.7561,0.1565,2.9139999999999997,66.35,71.84
2018-05-24,0.7576,0.1568,2.94,66.36,70.71
2018-05-25,0.7549,0.1565,2.9389999999999996,66.26,67.88
2018-05-29,0.7505,0.1558,2.875,66.27,66.73
2018-05-30,0.7578,0.1558,2.885,66.02,68.21
2018-05-31,0.7569,0.156,2.952,65.95,67.04
2018-06-01,0.7568,0.1557,2.9619999999999997,64.53,65.81
2018-06-04,0.7645,0.156,2.93,64.56,64.75
2018-06-05,0.7618,0.1561,2.89,64.78,65.52
2018-06-06,0.7667,0.1565,2.8960000000000004,65.17,64.73
2018-06-07,0.7626,0.1565,2.93,65.17,65.95
2018-06-08,0.76,0.1561,2.89,64.74,65.74
2018-06-11,0.7611,0.1562,2.949,65.18,66.1
2018-06-12,0.7573,0.1562,2.9389999999999996,65.4,66.36
2018-06-13,0.7579,0.1563,2.963,65.34,66.64
2018-06-14,0.748,0.1562,2.965,65.56,66.89
2018-06-15,0.7444,0.1553,3.022,65.39,65.06
2018-06-18,0.7423,0.1553,2.951,65.3,65.85
2018-06-19,0.7383,0.1542,2.9,65.01,65.07
2018-06-20,0.7368,0.1545,2.964,65.01,66.22
2018-06-21,0.7381,0.154,2.975,64.93,65.54
2018-06-22,0.7441,0.1537,2.945,64.89,68.58
2018-06-25,0.7414,0.1529,2.923,64.88,68.08
2018-06-26,0.7394,0.152,2.9389999999999996,64.91,70.53
2018-06-27,0.7341,0.1514,2.9960000000000004,64.85,72.76
2018-06-28,0.7355,0.1509,2.94,64.81,73.45
2018-06-29,0.7405,0.151,2.924,64.8,74.15
2018-07-02,0.7341,0.15,2.862,64.13,73.94
2018-07-03,0.7386,0.1505,2.87,64.09,74.14
2018-07-05,0.7387,0.1507,2.8369999999999997,63.06,72.94
2018-07-06,0.7433,0.1505,2.858,62.99,73.8
2018-07-09,0.7467,0.1512,2.8280000000000003,63.13,73.85
2018-07-10,0.7459,0.1508,2.7880000000000003,63.19,74.11
2018-07-11,0.7366,0.1497,2.8289999999999997,63.18,70.38
2018-07-12,0.7409,0.15,2.7969999999999997,63.21,70.33
2018-07-13,0.7424,0.1494,2.752,63.24,71.01
2018-07-16,0.742,0.1495,2.759,63.33,68.06
2018-07-17,0.7388,0.1491,2.74,63.1,68.08
2018-07-18,0.7398,0.1488,2.721,63.3,68.76
2018-07-19,0.7359,0.1476,2.7689999999999997,63.58,69.46
2018-07-20,0.7423,0.1477,2.7569999999999997,63.61,70.46
2018-07-23,0.7381,0.1472,2.721,63.73,67.89
2018-07-24,0.7421,0.1472,2.7319999999999998,63.83,68.52
2018-07-25,0.7455,0.1477,2.775,63.87,69.3
2018-07-26,0.7378,0.1472,2.78,63.93,69.61
2018-07-27,0.7401,0.1467,2.822,64.08,68.69
2018-07-30,0.7407,0.1467,2.7969999999999997,64.2,70.13
2018-07-31,0.7429,0.1468,2.782,64.35,68.76
2018-08-01,0.7404,0.1466,2.758,66.66,67.66
2018-08-02,0.736,0.1461,2.8160000000000003,66.86,68.96
2018-08-03,0.74,0.1464,2.853,68.24,68.49
2018-08-06,0.7387,0.1459,2.86,69.08,69.01
2018-08-07,0.7421,0.1464,2.897,69.35,69.17
2018-08-08,0.7432,0.1463,2.949,68.81,66.94
2018-08-09,0.7372,0.1466,2.955,68.94,66.81
2018-08-10,0.7302,0.1461,2.944,68.58,67.63
2018-08-13,0.7269,0.1451,2.93,68.55,67.2
2018-08-14,0.7245,0.1452,2.9589999999999996,67.96,67.04
2018-08-15,0.7239,0.1442,2.94,67.72,65.01
2018-08-16,0.7261,0.1453,2.908,67.59,65.46
2018-08-17,0.7312,0.1454,2.946,67.99,65.91
2018-08-20,0.734,0.1459,2.9410000000000003,67.95,66.43
2018-08-21,0.7371,0.1461,2.98,67.65,67.35
2018-08-22,0.7347,0.1462,2.9560000000000004,67.69,67.86
2018-08-23,0.7246,0.1454,2.964,67.54,67.83
2018-08-24,0.7325,0.1469,2.917,67.48,68.72
2018-08-27,0.7352,0.1467,2.8760000000000003,67.42,68.87
2018-08-28,0.7338,0.147,2.852,67.35,68.53
2018-08-29,0.731,0.1466,2.895,67.28,69.51
2018-08-30,0.7264,0.1461,2.8739999999999997,67.21,70.25
2018-08-31,0.7191,0.1464,2.9160000000000004,67.16,69.8
2018-09-04,0.7179,0.1461,2.823,66.64,69.87
2018-09-05,0.719,0.1464,2.795,67.22,68.72
2018-09-06,0.7204,0.1463,2.772,68.13,67.77
2018-09-07,0.7107,0.1462,2.7760000000000002,68.07,67.75
2018-09-10,0.7115,0.1459,2.804,68.17,67.54
2018-09-11,0.7125,0.1455,2.8280000000000003,67.78,69.25
2018-09-12,0.7169,0.1457,2.8289999999999997,67.98,70.37
2018-09-13,0.7193,0.1461,2.8169999999999997,68.31,68.59
2018-09-14,0.7153,0.1456,2.767,68.43,68.99
2018-09-17,0.7183,0.1459,2.8139999999999996,68.57,68.91
2018-09-18,0.7219,0.1457,2.9330000000000003,68.59,69.85
2018-09-19,0.7264,0.1461,2.908,68.67,71.12
2018-09-20,0.7291,0.1461,2.9760000000000004,68.67,70.8
2018-09-21,0.7291,0.1459,2.977,68.69,70.78
2018-09-24,0.7253,0.1459,3.0380000000000003,68.68,72.08
2018-09-25,0.725,0.1457,3.082,68.62,72.28
2018-09-26,0.7257,0.1454,3.0210000000000004,68.66,71.57
2018-09-27,0.7207,0.1452,3.056,68.69,72.12
2018-09-28,0.723,0.1456,3.008,68.73,73.25
2018-10-01,0.7226,0.1456,3.094,68.4,75.3
2018-10-02,0.7188,0.1456,3.1660000000000004,68.84,75.23
2018-10-03,0.7104,0.1456,3.23,69.08,76.41
2018-10-04,0.7073,0.1456,3.165,68.51,74.33
2018-10-05,0.7052,0.1456,3.1430000000000002,69.24,74.34
2018-10-08,0.7078,0.1442,3.267,69.29,74.29
2018-10-09,0.7103,0.1444,3.266,70.09,74.96
2018-10-10,0.7063,0.1444,3.284,70.39,73.17
2018-10-11,0.7124,0.1452,3.222,70.24,70.97
2018-10-12,0.7119,0.1444,3.161,70.49,71.34
2018-10-15,0.7131,0.1446,3.242,70.56,71.78
2018-10-16,0.7141,0.1447,3.239,70.58,71.92
2018-10-17,0.7109,0.1444,3.32,71.4,69.75
2018-10-18,0.7099,0.1442,3.198,71.4,68.65
2018-10-19,0.7121,0.1443,3.25,71.4,69.12
2018-10-22,0.7081,0.1439,3.138,71.71,69.17
2018-10-23,0.7086,0.1441,3.2119999999999997,71.79,66.43
2018-10-24,0.7059,0.1441,3.1660000000000004,72.05,66.82
2018-10-25,0.7081,0.1439,3.202,72.22,67.33
2018-10-26,0.7096,0.144,3.185,72.41,67.59
2018-10-29,0.7056,0.1436,3.185,72.58,67.04
2018-10-30,0.7106,0.1435,3.187,72.7,66.18
2018-10-31,0.7074,0.1434,3.261,72.81,65.31
2018-11-01,0.7206,0.1444,3.237,72.99,63.69
2018-11-02,0.7199,0.1452,3.284,72.92,63.14
2018-11-05,0.7211,0.1444,3.5669999999999997,73.9,63.1
2018-11-06,0.7247,0.1446,3.555,74.18,62.21
2018-11-07,0.7277,0.1446,3.555,74.18,61.67
2018-11-08,0.7257,0.1442,3.543,75.01,60.67
2018-11-09,0.7225,0.1437,3.719,75.58,60.19
2018-11-12,0.7173,0.1436,3.7880000000000003,75.27,59.93
2018-11-13,0.7218,0.1437,4.101,74.98,55.69
2018-11-14,0.7237,0.1439,4.837,74.81,56.25
2018-11-15,0.7277,0.1441,4.038,74.95,56.46
2018-11-16,0.7337,0.1442,4.272,75.08,56.46
2018-11-19,0.7295,0.1441,4.7,75.3,56.76
2018-11-20,0.7214,0.144,4.523,74.88,53.43
2018-11-21,0.7262,0.1444,4.4510000000000005,74.86,54.63
2018-11-23,0.7237,0.1439,4.308,74.21,50.42
2018-11-26,0.7221,0.1441,4.248,73.58,51.63
2018-11-27,0.7224,0.1439,4.262,73.14,51.56
2018-11-28,0.7306,0.1438,4.715,72.92,50.29
2018-11-29,0.7319,0.1441,4.646,72.6,51.45
2018-11-30,0.7318,0.1437,4.612,72.28,50.93
2018-12-03,0.7358,0.1453,4.3389999999999995,65.57,52.95
2018-12-04,0.7339,0.1462,4.457,66.83,53.25
2018-12-05,0.7269,0.1459,4.468999999999999,67.55,52.89
2018-12-06,0.7236,0.1453,4.327,66.0,51.49
2018-12-07,0.72,0.1454,4.488,66.76,52.61
2018-12-10,0.719,0.1447,4.545,66.51,51.0
2018-12-11,0.7207,0.1449,4.407,66.74,51.65
2018-12-12,0.7221,0.1454,4.136,66.82,51.15
2018-12-13,0.7227,0.1454,4.124,67.26,52.58
2018-12-14,0.7177,0.1447,3.827,67.89,51.2
2018-12-17,0.7175,0.145,3.528,68.12,49.88
2018-12-18,0.7183,0.1451,3.838,68.49,46.24
2018-12-19,0.7108,0.1451,3.7260000000000004,68.69,47.2
2018-12-20,0.7109,0.1452,3.583,69.12,45.88
2018-12-21,0.7034,0.1448,3.8160000000000003,68.99,45.59
2018-12-24,0.7062,0.1449,3.467,68.79,42.53
2018-12-26,0.7067,0.1452,3.543,68.83,46.22
2018-12-27,0.7036,0.1457,3.642,69.0,44.61
2018-12-28,0.7044,0.1454,3.303,69.2,45.33
2018-12-31,0.7052,0.1454,2.94,69.2,45.41
2019-01-02,0.6985,0.1457,2.958,71.06,46.54
2019-01-03,0.7006,0.1455,2.945,72.23,47.09
2019-01-04,0.7113,0.1456,3.0439999999999996,73.09,47.96
2019-01-07,0.7148,0.1459,2.944,74.15,48.52
2019-01-08,0.7141,0.1459,2.967,74.21,49.78
2019-01-09,0.7171,0.1467,2.984,74.06,52.36
2019-01-10,0.7186,0.1473,2.969,73.98,52.59
2019-01-11,0.7216,0.1479,3.0989999999999998,74.22,51.59
2019-01-14,0.7196,0.1477,3.591,74.21,50.51
2019-01-15,0.7201,0.1479,3.5010000000000003,74.31,52.11
2019-01-16,0.7168,0.148,3.384,74.43,52.31
2019-01-17,0.7194,0.1475,3.4130000000000003,74.51,52.07
2019-01-18,0.7168,0.1475,3.4819999999999998,75.15,53.8
2019-01-22,0.7123,0.1469,3.04,74.55,52.57
2019-01-23,0.7142,0.1472,2.98,74.58,52.62
2019-01-24,0.7095,0.1473,3.0989999999999998,74.61,53.13
2019-01-25,0.7183,0.1482,3.178,74.64,53.69
2019-01-28,0.7166,0.1482,2.911,75.3,51.99
2019-01-29,0.7156,0.1485,2.95,75.49,53.31
2019-01-30,0.7247,0.1489,2.8539999999999996,75.6,54.23
2019-01-31,0.7273,0.1492,2.8139999999999996,76.03,53.79
2019-02-01,0.7251,0.1482,2.734,86.93,55.26
2019-02-04,0.7226,0.1482,2.66,86.53,54.56
2019-02-05,0.7235,0.1482,2.662,88.16,53.66
2019-02-06,0.7104,0.1482,2.662,88.98,54.01
2019-02-07,0.7101,0.1482,2.551,92.29,52.64
2019-02-08,0.709,0.1482,2.583,92.13,52.72
2019-02-11,0.7062,0.1472,2.642,90.82,52.41
2019-02-12,0.7095,0.1477,2.688,88.44,53.1
2019-02-13,0.7089,0.1479,2.575,88.02,53.9
2019-02-14,0.7106,0.1477,2.573,88.35,54.41
2019-02-15,0.714,0.1477,2.625,88.56,55.59
2019-02-19,0.7166,0.1479,2.662,88.53,56.09
2019-02-20,0.7164,0.1488,2.636,88.46,56.92
2019-02-21,0.7095,0.1488,2.697,88.03,56.96
2019-02-22,0.7127,0.1489,2.717,88.16,57.26
2019-02-25,0.7167,0.1495,2.8360000000000003,87.94,55.48
2019-02-26,0.7188,0.1492,2.855,87.7,55.5
2019-02-27,0.7139,0.1495,2.799,87.47,56.94
2019-02-28,0.7095,0.1494,2.812,87.33,57.22
2019-03-01,0.7083,0.1491,2.859,85.98,55.8
2019-03-04,0.7093,0.1491,2.8569999999999998,85.42,56.59
2019-03-05,0.7084,0.1491,2.884,86.51,56.56
2019-03-06,0.7033,0.1489,2.841,85.79,56.22
2019-03-07,0.7016,0.1489,2.866,86.76,56.66
2019-03-08,0.7047,0.1487,2.865,85.15,56.07
2019-03-11,0.707,0.1487,2.772,84.53,56.79
2019-03-12,0.7081,0.149,2.784,85.31,56.87
2019-03-13,0.7094,0.1491,2.82,85.01,58.26
2019-03-14,0.7065,0.1487,2.855,85.98,58.61
2019-03-15,0.7089,0.1489,2.795,86.12,58.52
2019-03-18,0.7105,0.1489,2.85,86.28,59.09
2019-03-19,0.7088,0.149,2.8739999999999997,86.23,59.03
2019-03-20,0.7116,0.1494,2.82,85.41,59.83
2019-03-21,0.7112,0.1493,2.821,85.65,59.98
2019-03-22,0.7084,0.1489,2.753,85.89,59.04
2019-03-25,0.7113,0.149,2.755,85.82,58.82
2019-03-26,0.7135,0.1489,2.74,85.8,59.94
2019-03-27,0.7085,0.1487,2.713,85.72,59.41
2019-03-28,0.7076,0.1484,2.7119999999999997,85.64,59.3
2019-03-29,0.7097,0.149,2.662,85.7,60.14
2019-04-01,0.7112,0.149,2.708,87.52,61.59
2019-04-02,0.7073,0.1487,2.6839999999999997,89.5,62.58
2019-04-03,0.7113,0.149,2.677,92.15,62.46
2019-04-04,0.7112,0.1489,2.6430000000000002,92.53,62.1
2019-04-05,0.7106,0.1488,2.6639999999999997,91.81,63.08
2019-04-08,0.7127,0.1489,2.708,93.63,64.4
2019-04-09,0.7123,0.149,2.699,92.72,63.98
2019-04-10,0.7173,0.1489,2.7,92.6,64.61
2019-04-11,0.7124,0.1488,2.6639999999999997,93.6,63.58
2019-04-12,0.7173,0.1492,2.66,93.79,63.89
2019-04-15,0.7174,0.149,2.59,93.97,63.4
2019-04-16,0.7176,0.149,2.572,93.44,64.05
2019-04-17,0.7179,0.1495,2.517,92.96,63.76
2019-04-18,0.7151,0.149,2.49,92.91,64.0
2019-04-22,0.7134,0.149,2.524,93.2,65.7
2019-04-23,0.7102,0.1487,2.455,93.29,66.3
2019-04-24,0.7016,0.1487,2.4619999999999997,92.95,65.89
2019-04-25,0.7015,0.1483,2.5140000000000002,93.14,65.21
2019-04-26,0.704,0.1486,2.5660000000000003,93.16,63.3
2019-04-29,0.7057,0.1485,2.593,93.17,63.5
2019-04-30,0.7049,0.1485,2.575,93.24,63.91
2019-05-01,0.7016,0.1484,2.62,93.65,63.6
2019-05-02,0.7,0.1485,2.589,93.6,61.81
2019-05-03,0.7024,0.1485,2.5669999999999997,93.81,61.94
2019-05-06,0.699,0.1478,2.524,93.51,62.25
2019-05-07,0.7014,0.1475,2.537,94.75,61.4
2019-05-08,0.6989,0.1474,2.61,94.19,62.12
2019-05-09,0.6989,0.1464,2.595,94.24,61.7
2019-05-10,0.7001,0.1466,2.6189999999999998,95.08,61.66
2019-05-13,0.6944,0.1454,2.6210000000000004,94.38,61.04
2019-05-14,0.6944,0.1454,2.659,93.88,61.78
2019-05-15,0.6928,0.1454,2.6010000000000004,94.82,62.02
2019-05-16,0.6893,0.1453,2.639,96.13,62.87
2019-05-17,0.6869,0.1445,2.6310000000000002,96.34,62.76
2019-05-20,0.6908,0.1447,2.673,96.38,63.1
2019-05-21,0.6884,0.1449,2.613,96.56,62.99
2019-05-22,0.6882,0.1448,2.543,97.04,61.42
2019-05-23,0.6901,0.1447,2.5780000000000003,97.31,57.91
2019-05-24,0.6924,0.1449,2.5980000000000003,98.14,58.63
2019-05-28,0.6925,0.1447,2.582,98.38,59.14
2019-05-29,0.6917,0.1446,2.633,98.59,58.81
2019-05-30,0.6912,0.1449,2.5469999999999997,98.72,56.59
2019-05-31,0.6939,0.1449,2.454,98.76,53.5
2019-06-03,0.6977,0.1449,2.403,96.28,53.25
2019-06-04,0.6991,0.1447,2.416,98.39,53.48
2019-06-05,0.697,0.1447,2.378,98.32,51.68
2019-06-06,0.6977,0.1447,2.324,97.76,52.59
2019-06-07,0.6999,0.1447,2.3369999999999997,97.78,53.99
2019-06-10,0.6964,0.1443,2.3569999999999998,99.26,53.26
2019-06-11,0.6963,0.1447,2.399,102.76,53.27
2019-06-12,0.6929,0.1446,2.386,102.99,51.14
2019-06-13,0.6914,0.1445,2.325,106.29,52.28
2019-06-14,0.6873,0.1444,2.387,104.33,52.51
2019-06-17,0.6853,0.1444,2.386,104.17,51.93
2019-06-18,0.6877,0.1449,2.3280000000000003,105.79,53.9
2019-06-19,0.6882,0.1449,2.276,106.2,53.76
2019-06-20,0.6923,0.1459,2.185,107.21,56.65
2019-06-21,0.6924,0.1456,2.186,107.54,57.43
2019-06-24,0.6962,0.1454,2.303,108.99,57.9
2019-06-25,0.6958,0.1454,2.3080000000000003,107.93,57.83
2019-06-26,0.6985,0.1454,2.291,109.19,59.38
2019-06-27,0.7009,0.1454,2.324,108.72,59.43
2019-06-28,0.702,0.1457,2.3080000000000003,109.18,58.47
2019-07-01,0.6966,0.1459,2.267,119.45,59.09
2019-07-02,0.6995,0.1455,2.24,123.19,56.25
2019-07-03,0.7029,0.1453,2.29,123.16,57.34
2019-07-05,0.6979,0.1451,2.418,117.1,57.51
2019-07-08,0.6972,0.1453,2.403,119.17,57.66
2019-07-09,0.6928,0.1452,2.425,121.35,57.83
2019-07-10,0.6959,0.1454,2.444,120.84,60.43
2019-07-11,0.6974,0.1456,2.416,120.32,60.2
2019-07-12,0.7018,0.1454,2.4530000000000003,120.25,60.21
2019-07-15,0.704,0.1454,2.408,121.18,59.58
2019-07-16,0.7013,0.1454,2.306,121.19,57.62
2019-07-17,0.7009,0.1455,2.3040000000000003,121.14,56.78
2019-07-18,0.7076,0.1454,2.287,120.87,55.3
2019-07-19,0.7043,0.1453,2.251,120.99,55.63
2019-07-22,0.7036,0.1453,2.312,120.01,56.22
2019-07-23,0.7005,0.1454,2.3,120.42,56.77
2019-07-24,0.6977,0.1455,2.22,120.25,55.88
2019-07-25,0.6951,0.1455,2.244,120.09,56.02
2019-07-26,0.691,0.1454,2.169,120.11,56.2
2019-07-29,0.6902,0.1451,2.141,120.02,56.87
2019-07-30,0.6872,0.1452,2.137,120.09,58.05
2019-07-31,0.6845,0.1452,2.233,120.02,58.58
2019-08-01,0.68,0.1449,2.202,112.02,53.95
2019-08-02,0.68,0.1441,2.121,106.51,55.66
2019-08-05,0.6757,0.1418,2.07,100.34,54.69
2019-08-06,0.6761,0.1424,2.1109999999999998,99.51,53.63
2019-08-07,0.6756,0.1416,2.083,96.56,51.09
2019-08-08,0.6801,0.1419,2.128,97.37,52.54
2019-08-09,0.6788,0.1416,2.119,93.61,54.5
2019-08-12,0.6753,0.1417,2.105,95.01,54.93
2019-08-13,0.6801,0.142,2.147,95.11,57.1
2019-08-14,0.6748,0.1424,2.1430000000000002,95.71,55.23
2019-08-15,0.6776,0.1421,2.2319999999999998,93.76,54.47
2019-08-16,0.6781,0.142,2.2,93.61,54.87
2019-08-19,0.6764,0.1418,2.21,94.36,56.21
2019-08-20,0.6778,0.1416,2.218,94.02,56.34
2019-08-21,0.6781,0.1416,2.17,92.01,55.68
2019-08-22,0.6757,0.1412,2.1590000000000003,92.73,55.35
2019-08-23,0.6756,0.1409,2.1519999999999997,92.88,54.17
2019-08-26,0.6775,0.1399,2.23,92.45,53.64
2019-08-27,0.6752,0.1396,2.202,92.06,54.93
2019-08-28,0.6734,0.1396,2.251,91.63,55.78
2019-08-29,0.6726,0.1399,2.296,91.16,56.71
2019-08-30,0.6737,0.1398,2.285,90.91,55.1
2019-09-03,0.6758,0.1393,2.358,89.55,53.94
2019-09-04,0.6797,0.1399,2.445,91.57,56.26
2019-09-05,0.6815,0.1399,2.435,90.72,56.3
2019-09-06,0.6847,0.1406,2.496,89.44,56.52
2019-09-09,0.6862,0.1404,2.585,91.23,57.85
2019-09-10,0.6861,0.1406,2.58,91.37,57.4
2019-09-11,0.6862,0.1405,2.552,92.34,55.75
2019-09-12,0.6867,0.1412,2.574,94.14,55.09
2019-09-13,0.6878,0.1412,2.614,94.77,54.85
2019-09-16,0.6865,0.1415,2.681,94.37,62.9
2019-09-17,0.6866,0.141,2.668,94.03,59.34
2019-09-18,0.6828,0.1411,2.637,93.97,58.11
2019-09-19,0.6792,0.1409,2.5380000000000003,93.46,58.13
2019-09-20,0.6769,0.141,2.5340000000000003,93.38,58.09
2019-09-23,0.6774,0.1404,2.5269999999999997,93.49,58.64
2019-09-24,0.6802,0.1406,2.503,93.21,57.29
2019-09-25,0.6751,0.1402,2.502,92.97,56.49
2019-09-26,0.6749,0.1402,2.428,92.95,56.41
2019-09-27,0.6765,0.1404,2.404,92.89,55.91
2019-09-30,0.675,0.1399,2.33,92.91,54.07
2019-10-01,0.6704,0.1399,2.283,92.16,53.62
2019-10-02,0.6705,0.1399,2.247,92.26,52.64
2019-10-03,0.6742,0.1399,2.329,92.26,52.45
2019-10-04,0.6769,0.1399,2.352,92.18,52.81
2019-10-07,0.6732,0.1399,2.303,92.55,52.75
2019-10-08,0.6729,0.1399,2.2880000000000003,93.53,52.63
2019-10-09,0.6725,0.1402,2.234,91.59,52.59
2019-10-10,0.6762,0.1405,2.218,93.01,53.55
2019-10-11,0.6789,0.1411,2.214,92.86,54.7
2019-10-14,0.6775,0.1415,2.28,92.23,53.59
2019-10-15,0.6753,0.1412,2.339,92.62,52.81
2019-10-16,0.6758,0.1409,2.303,91.4,53.36
